,Unnamed: 0,ep_num,air_date,round_name,coord,category,value,daily_double,question,answer,correct_attempts,wrong_attempts,value_tuple,value_num,difficulty,topic_cluster,topic_name,human_score
509,32566,4290,2003-04-04,Double Jeopardy,"(3, 3)",NAME THE JAMES,"(1200,)",False,...who is the featured performer heard here,James Galway,0.0,3.0,"(1200,)",1200.0,hard,2,"Politics, Government & Industry",0
510,25480,4170,2002-10-18,Double Jeopardy,"(1, 5)",19th CENTURY LIT,"(3000,)",True,"The title of this Dickens novel refers to John Harmon, an associate of both the Boffins & the Wilfers","""Our Mutual Friend""",0.0,1.0,"(3000,)",3000.0,hard,10,Science & Academia,0
511,23738,4141,2002-09-09,Double Jeopardy,"(4, 4)","OH, HELL!","(1600,)",False,"In this 1944 Sartre play, hell is represented by a gaudy Second Empire salon",No Exit,0.0,3.0,"(1600,)",1600.0,hard,12,History & World Leaders,0
512,30729,4257,2003-02-18,Double Jeopardy,"(1, 4)",HISTORY SPEAKS!,"(1600,)",False,"(Mona Lisa)  If you want to try & make me smile, you'll have to visit this museum",the Louvre,1.0,0.0,"(1600,)",1600.0,hard,17,Religion,1
513,25232,4166,2002-10-14,Double Jeopardy,"(3, 4)","""M""USIC","(1600,)",False,"In a Marvin Gaye song, this title precedes ""things ain't what they used to be""","""Mercy Mercy Me""",1.0,2.0,"(1600,)",1600.0,hard,19,20th Century History & Pop Culture,0
514,26811,4192,2002-11-19,Double Jeopardy,"(4, 3)",AMERICAN TREES,"(1200,)",False,"Add 4 letters to ""palm"" to get this palm that has Texas & Louisiana types",palmetto,1.0,1.0,"(1200,)",1200.0,hard,4,"Nature, Geography & Earth Science",0
515,41488,7425,2016-12-16,Double Jeopardy,"(4, 4)",THE ABOLITIONIST MOVEMENT,"(1600,)",False,This noted speaker & abolitionist who escaped from slavery in 1826 was born Isabella Baumfree but changed her name,Sojourner Truth,1.0,0.0,"(1600,)",1600.0,hard,10,Science & Academia,1
516,43428,7457,2017-01-31,Double Jeopardy,"(5, 5)",NO MAN,"(2000,)",False,"Sir Richard Owen, who had been Mr. Biology in Britain, wrote a bitter, negative review of this seminal 1859 book",On the Origin of Species,1.0,0.0,"(2000,)",2000.0,hard,12,History & World Leaders,1
517,30057,4246,2003-02-03,Double Jeopardy,"(2, 3)",SEEING STARS,"(1200,)",False,"You'll see a lot of stars in 2001's ""Ocean's Eleven"", including this actor as Danny Ocean",George Clooney,1.0,0.0,"(1200,)",1200.0,hard,5,"Mythology, Literature & Wordplay",1
518,61322,7757,2018-05-08,Double Jeopardy,"(1, 5)",GENIUS: PICASSO,"(2000,)",False,The suicide of a close friend in 1901 stimulated the emotional expressiveness of this period of Picasso's work,the Blue Period,1.0,0.0,"(2000,)",2000.0,hard,2,"Politics, Government & Industry",1
519,49175,7554,2017-06-15,Double Jeopardy,"(3, 3)",U.S. MUSEUMS,"(1200,)",False,"As you're walking the streets of this city, drop by the Republic of the Rio Grande Museum",Laredo,0.0,3.0,"(1200,)",1200.0,hard,3,Food & Cuisine,0
520,27598,4204,2002-12-05,Double Jeopardy,"(2, 5)",THEATER,"(2000,)",False,"This ""searching"" play from 1921 introduced Pirandello's concept of ""theater within the theater""",Six Characters in Search of an Author,0.0,3.0,"(2000,)",2000.0,hard,13,Trivia & Famous People,0
521,42775,7446,2017-01-16,Double Jeopardy,"(1, 5)",CIVIL RIGHTS LEADERS,"(2000,)",False,"In 2005, the Jackson International Airport was renamed in honor of this leader slain outside his house in 1963",(Medgar) Evers,1.0,0.0,"(2000,)",2000.0,hard,2,"Politics, Government & Industry",1
522,11595,2778,1996-10-02,Double Jeopardy,"(5, 5)",GOVERNMENT & POLITICS,"(2000,)",True,"This 1996 presidential candidate was Tennessee Gov. 1979-1987, longer than any other Republican",(Lamar) Alexander,1.0,0.0,"(2000,)",2000.0,hard,4,"Nature, Geography & Earth Science",1
523,59812,7732,2018-04-03,Double Jeopardy,"(2, 3)",PHYSICS GLOSSARY,"(1200,)",False,D: A nuclide made from the radioactive decay of a parent nuclide,a daughter,0.0,3.0,"(1200,)",1200.0,hard,5,"Mythology, Literature & Wordplay",0
524,50563,7577,2017-07-18,Double Jeopardy,"(3, 5)",CONGRESSIONAL COMMITTEE CHAIRS,"(2000,)",True,Kevin Brady wonks out as Paul Ryan's successor heading the House committee on these 2 things,Ways and Means,1.0,0.0,"(2000,)",2000.0,hard,4,"Nature, Geography & Earth Science",1
525,59398,7725,2018-03-23,Double Jeopardy,"(3, 3)",CHARACTERS WHO DON'T TALK MUCH,"(1200,)",False,"This pal of Snoopy's turned his birdhouse into a swingin' pad, complete with couches, a TV & a groovy throw rug",Woodstock,1.0,0.0,"(1200,)",1200.0,hard,8,Word Games,1
526,36946,4362,2003-07-15,Double Jeopardy,"(5, 5)",VIENNA-RAMA,"(2000,)",False,The 450-foot steeple of this saint's cathedral can be seen from almost anywhere in the city,St. Stephen,0.0,3.0,"(2000,)",2000.0,hard,3,Food & Cuisine,0
527,56440,7675,2018-01-12,Double Jeopardy,"(4, 4)",GET WITH THE PROGRAM!,"(1600,)",False,"(Sarah of the Clue Crew shows the New Horizons probe on the monitor.) The New Horizons probe, part of NASA's New Frontiers program, investigated this belt of dwarf planets that includes Pluto at the edge of the solar system",the Kuiper belt,1.0,2.0,"(1600,)",1600.0,hard,12,History & World Leaders,0
528,46837,7515,2017-04-21,Double Jeopardy,"(6, 3)",IT'S ALL SAM-ANTICS,"(1200,)",False,"For hits like ""Cupid"" & ""Twistin' The Night Away"", he was known as ""The King of Soul""",Sam Cooke,1.0,0.0,"(1200,)",1200.0,hard,2,"Politics, Government & Industry",1
529,54321,7639,2017-11-23,Double Jeopardy,"(1, 3)",LINE CRAFT,"(1200,)",False,"Check out the lines crafted by this Dutch painter in his ""Broadway Boogie Woogie""",Piet Mondrian,0.0,3.0,"(1200,)",1200.0,hard,5,"Mythology, Literature & Wordplay",0
530,60303,7740,2018-04-13,Double Jeopardy,"(5, 4)",5 CHARACTERS IN SEARCH OF THEIR AUTHORS,"(1600,)",False,Antonia Shimerda,Willa Cather,0.0,3.0,"(1600,)",1600.0,hard,6,Performing Arts,0
531,50374,7574,2017-07-13,Double Jeopardy,"(4, 3)",IT'S IOWA-ADJACENT,"(1200,)",False,"Rising nearly 1,800 feet in the Ozark Plateau, Taum Sauk is the highest point in this state",Missouri,1.0,0.0,"(1200,)",1200.0,hard,3,Food & Cuisine,1
532,10867,2758,1996-09-04,Double Jeopardy,"(5, 4)",THE BODY HUMAN,"(3000,)",True,At this joint the capitulum's rounded head articulates with the head of the radius,the elbow,0.0,1.0,"(3000,)",3000.0,hard,5,"Mythology, Literature & Wordplay",0
533,50488,7576,2017-07-17,Double Jeopardy,"(1, 3)",JIMI HENDRIX,"(1200,)",False,"Jimi's first album was ""Are You"" this word--remember his band's name",experienced,1.0,0.0,"(1200,)",1200.0,hard,18,Animals & Natural World,1
534,27250,4198,2002-11-27,Double Jeopardy,"(6, 5)",ON BROADWAY,"(2000,)",False,"I'll wear a bouffant 'do when I see the new musical based on this 1988 John Waters film, & I'm not teasing",Hairspray,1.0,0.0,"(2000,)",2000.0,hard,3,Food & Cuisine,1
535,57895,7699,2018-02-15,Double Jeopardy,"(3, 3)",COUNTRY NAME ORIGINS,"(1200,)",False,"Dark woods on the peaks give Montenegro its name, meaning this",black mountain,1.0,0.0,"(1200,)",1200.0,hard,1,"Dates, Time & Numbers",1
536,40906,7416,2016-12-05,Double Jeopardy,"(1, 4)","YOU, SIR, ARE AN IMPASTO","(1600,)",False,"""Girl Reading a Letter at an Open Window"" is an excellent example of impasto from this Dutch master",Vermeer,1.0,1.0,"(1600,)",1600.0,hard,12,History & World Leaders,0
537,57324,7689,2018-02-01,Double Jeopardy,"(2, 4)",ADJECTIVES,"(1600,)",False,"Neither donkey nor elephant, the Congressional Budget Office says it offers this type of objective analysis",nonpartisan,0.0,3.0,"(1600,)",1600.0,hard,14,World Regions & Capitals,0
538,32038,4281,2003-03-24,Double Jeopardy,"(6, 5)","""O"" BABY!","(2000,)",False,"In an Ambrose Bierce tale, there's an ""occurrence"" at this bridge",Owl Creek Bridge,1.0,0.0,"(2000,)",2000.0,hard,8,Word Games,1
539,48335,7540,2017-05-26,Double Jeopardy,"(6, 3)",THE PURSUIT OF HAPPINESS,"(1200,)",False,"This word for great happiness is also a ""lemon scent"" dishwashing liquid",joy,1.0,0.0,"(1200,)",1200.0,hard,5,"Mythology, Literature & Wordplay",1
540,30917,4260,2003-02-21,Double Jeopardy,"(6, 5)","ENDS IN ""O""","(2000,)",False,It's another name for the pygmy chimpanzee,bonobo,1.0,0.0,"(2000,)",2000.0,hard,19,20th Century History & Pop Culture,1
541,46137,7503,2017-04-05,Double Jeopardy,"(5, 5)",AMERICAN HISTORY,"(2000,)",False,"At a women's convention in Ohio in 1851 this former slave delivered her ""Ain't I A Woman"" speech",Sojourner Truth,1.0,0.0,"(2000,)",2000.0,hard,17,Religion,1
542,52890,7615,2017-10-20,Double Jeopardy,"(2, 3)",FROM PAGE TO MULTIPLEX,"(1200,)",False,Lisa Genova's novel about a woman with early-onset Alzheimer's became this Julianne Moore film,Still Alice,1.0,0.0,"(1200,)",1200.0,hard,12,History & World Leaders,1
543,52786,7613,2017-10-18,Double Jeopardy,"(4, 5)",STATUES,"(2000,)",False,"A 170-foot summons to the people of this country to defend it against invaders is known as ""The Motherland Calls""",Russia,1.0,0.0,"(2000,)",2000.0,hard,11,"Water, Transport & Landforms",1
544,56271,7672,2018-01-09,Double Jeopardy,"(6, 4)",WHAT IN TARNATION?,"(1600,)",False,"This stringy material from the stems of certain palms is used to make mats, ropes, baskets & other items",rattan,1.0,0.0,"(1600,)",1600.0,hard,8,Word Games,1
545,30665,4256,2003-02-17,Double Jeopardy,"(1, 3)",U.S. CITIES,"(1200,)",False,"William Saroyan was born & for the most part ""raisin"" this California city in the San Joaquin Valley",Fresno,0.0,3.0,"(1200,)",1200.0,hard,3,Food & Cuisine,0
546,39405,7391,2016-10-31,Double Jeopardy,"(1, 3)",HALLOWEEN ENTERTAINMENT,"(1200,)",False,"Because it's Halloween, Elliott dresses up E.T. like one of these so he won't be recognized",a ghost,1.0,0.0,"(1200,)",1200.0,hard,5,"Mythology, Literature & Wordplay",1
547,59948,7734,2018-04-05,Double Jeopardy,"(6, 5)",THE OLD COUNTRY,"(2000,)",False,In 1859 the old principalities of Walachia & Moldavia joined to create this country,Romania,1.0,0.0,"(2000,)",2000.0,hard,17,Religion,1
548,48648,7545,2017-06-02,Double Jeopardy,"(3, 5)",SCIENCE & NATURE,"(2000,)",False,"18,399 feet down & probably pretty darn cold, the Molloy Deep is the deepest point in this ocean",the Arctic,1.0,0.0,"(2000,)",2000.0,hard,5,"Mythology, Literature & Wordplay",1
549,50253,7572,2017-07-11,Double Jeopardy,"(5, 3)",SHAKA,"(1200,)",False,"(Sarah of the Clue Crew presents in front of a monitor.) Shaka is credited with revolutionizing army tactics, by using a main force known as ""the chest and two horns"" that would circle around to the rear of the enemy in one of these maneuvers",flanking,2.0,0.0,"(1200,)",1200.0,hard,2,"Politics, Government & Industry",1
550,56377,7674,2018-01-11,Double Jeopardy,"(5, 3)",RHYMING PHRASES,"(1200,)",False,"If you're eager & fidgety, you might have this rhyming problem that mentions trousers",ants in your pants,1.0,0.0,"(1200,)",1200.0,hard,8,Word Games,1
551,38602,7377,2016-10-11,Final Jeopardy,"(1, 1)",GEOGRAPHY & LANGUAGE,"(0, 1800, 15600)",False,"The world's busiest container port, its name is also an English verb with criminal overtones",Shanghai,0.0,3.0,"(0, 1800, 15600)",5800.0,hard,1,"Dates, Time & Numbers",0
552,28543,4220,2002-12-27,Double Jeopardy,"(1, 5)",FRENCH ART & ARTISTS,"(2000,)",False,Talent ran in the family: this first woman to join the Impressionists was a granddaughter of the Rococo painter Fragonard,Berthe Morisot,0.0,3.0,"(2000,)",2000.0,hard,16,"Sports, Royalty & Western History",0
553,35907,4345,2003-06-20,Double Jeopardy,"(1, 2)",MATHEMATICS,"(2000,)",True,"Like 4, this number is also the square root of 16",-4,0.0,1.0,"(2000,)",2000.0,hard,5,"Mythology, Literature & Wordplay",0
554,31446,4269,2003-03-06,Double Jeopardy,"(2, 5)",LETHAL WEAPON,"(2000,)",False,"In Washington, Ark. there's a replica of the smithy where these eponymous knives were first made in the 1830s",Bowie knives,1.0,0.0,"(2000,)",2000.0,hard,5,"Mythology, Literature & Wordplay",1
555,57494,7692,2018-02-06,Double Jeopardy,"(3, 3)",WOMEN IN GOVERNMENT,"(1200,)",False,"Last name of Linda, co-founder of WWE & head of the Small Business Administration",McMahon,1.0,0.0,"(1200,)",1200.0,hard,4,"Nature, Geography & Earth Science",1
556,45666,7495,2017-03-24,Double Jeopardy,"(5, 5)",FAMOUS AMERICAN WOMEN,"(2000,)",False,This New York-born Supreme Court justice was the first female U.S. Solicitor General,Elena Kagan,0.0,3.0,"(2000,)",2000.0,hard,2,"Politics, Government & Industry",0
557,18569,2906,1997-03-31,Final Jeopardy,"(1, 1)",SECRETARIES OF STATE,"(2299, 3400, 4000)",False,"This man who died in 1994 once said, ""We're eyeball to eyeball and the other fellow just blinked""",Dean Rusk,2.0,1.0,"(2299, 3400, 4000)",3233.0,hard,4,"Nature, Geography & Earth Science",1
558,50854,7582,2017-07-25,Double Jeopardy,"(1, 3)",THE EMPIRE STRIKES OUT,"(1200,)",False,"""We'll rule for a thousand years!"", said this ""sacred"" empire in 800 A.D., ""then 6 years more, & shuffle off in 1806""",the Holy Roman empire,1.0,0.0,"(1200,)",1200.0,hard,13,Trivia & Famous People,1
559,37873,7366,2016-09-26,Double Jeopardy,"(2, 3)",WOMEN GETTING PHYSICAL,"(1200,)",False,"When a female inspector slapped Mohamed Bouazizi in 2010, this ""fragrant"" Tunisian revolution was catalyzed",the Jasmine Revolution,0.0,3.0,"(1200,)",1200.0,hard,5,"Mythology, Literature & Wordplay",0
560,27712,4206,2002-12-09,Double Jeopardy,"(5, 4)","OH, WHAT A YEAR!","(1600,)",False,"Oh, the humanity!  The Hindenburg crashed in New Jersey in this 8th year of the Great Depression",1937,1.0,0.0,"(1600,)",1600.0,hard,12,History & World Leaders,1
561,29706,4240,2003-01-24,Double Jeopardy,"(2, 3)",1950s MOVIE HOUSE,"(2200,)",True,1954 Best Picture Oscar winner set in part on the docks of New York,On the Waterfront,1.0,0.0,"(2200,)",2200.0,hard,13,Trivia & Famous People,1
562,46892,7516,2017-04-24,Double Jeopardy,"(1, 3)","BRASIL, BRASIL!","(3000,)",True,"The Açu River is also called this river, the plural of a certain fish; I'll stay out, thanks",Piranhas (River),1.0,0.0,"(3000,)",3000.0,hard,1,"Dates, Time & Numbers",1
563,24754,4158,2002-10-02,Double Jeopardy,"(4, 5)",SECRETARIES OF STATE,"(2000,)",False,This person was the second foreign-born citizen to serve as secretary of state,Madeleine Albright,1.0,0.0,"(2000,)",2000.0,hard,4,"Nature, Geography & Earth Science",1
564,44147,7469,2017-02-16,Double Jeopardy,"(2, 5)",ENGLISH LIT,"(2000,)",False,"E.M. Forster dedicated this 1924 novel to his friend Syed Ross Masood, one of the inspirations for Dr. Aziz",A Passage to India,1.0,0.0,"(2000,)",2000.0,hard,16,"Sports, Royalty & Western History",1
565,49665,7562,2017-06-27,Double Jeopardy,"(2, 5)",GENRES,"(2000,)",False,"""Siembra"" from bandleader Willie Colón was once this genre's bestselling album",salsa,1.0,0.0,"(2000,)",2000.0,hard,18,Animals & Natural World,1
566,39243,7388,2016-10-26,Final Jeopardy,"(1, 1)",NOTABLE WOMEN,"(12200, 11000, 10601)",False,"On her passing in 1913, Booker T. Washington called her heroic, ""not unlike some of the heroic figures... in the Bible""",Harriet Tubman,2.0,1.0,"(12200, 11000, 10601)",11267.0,hard,2,"Politics, Government & Industry",1
567,25424,4169,2002-10-17,Double Jeopardy,"(6, 5)","""D"" CATEGORY","(2000,)",False,It's a megalithic stone slab marking a prehistoric tomb,dolmen,0.0,3.0,"(2000,)",2000.0,hard,19,20th Century History & Pop Culture,0
568,46890,7516,2017-04-24,Double Jeopardy,"(5, 2)",WRITERS,"(5000,)",True,"Jay McInerney, Tama Janowitz & other 1980s writers shared this nickname with a group of young 1980s actors",the Brat Pack,1.0,0.0,"(5000,)",5000.0,hard,6,Performing Arts,1
569,26931,4194,2002-11-21,Double Jeopardy,"(2, 3)",BRIDE'S HEAD REVISITED,"(1200,)",False,"In contrast to chapel length, a veil of this church length sounds perfect for a wedding at St. Paul's",cathedral,1.0,0.0,"(1200,)",1200.0,hard,8,Word Games,1
570,58066,7702,2018-02-20,Double Jeopardy,"(4, 4)",NEW WORDS IN 1988,"(1600,)",False,A phrase for steroid-provoked anger may have led to this phrase for other-drive-provoked anger,road rage,0.0,3.0,"(1600,)",1600.0,hard,14,World Regions & Capitals,0
571,26031,4179,2002-10-31,Double Jeopardy,"(3, 5)",STAIR-ING AT THE SCREEN,"(2000,)",False,Robert Preston & Angela Lansbury starred in the film version of this 1957 William Inge play,The Dark at the Top of the Stairs,1.0,0.0,"(2000,)",2000.0,hard,12,History & World Leaders,1
572,5847,2580,1995-11-17,Final Jeopardy,"(1, 1)",FAMOUS NAMES,"(1099, 1000, 2501)",False,"DNA from Prince Philip helped prove that Anna Anderson-Manahan was not this woman, as she had claimed",Anastasia,3.0,0.0,"(1099, 1000, 2501)",1533.3333333333333,hard,2,"Politics, Government & Industry",1
573,49354,7557,2017-06-20,Double Jeopardy,"(3, 3)","IT'S ALRIGHT, MA (I'M ONLY BLEEDING)","(1200,)",False,"I am bleeding, so I need a few of these surgical stitches whose name is from the Latin for ""sew""",sutures,1.0,0.0,"(1200,)",1200.0,hard,12,History & World Leaders,1
574,61555,7761,2018-05-14,Double Jeopardy,"(2, 3)",LIFE SCIENCE MILESTONES,"(1200,)",False,In 1910 Peyton Rous got an order of chicken sarcoma & found that viruses can cause this disease,cancer,0.0,3.0,"(1200,)",1200.0,hard,5,"Mythology, Literature & Wordplay",0
575,37292,7357,2016-09-13,Double Jeopardy,"(2, 5)",DANCE!,"(2000,)",False,"This dance became popular in 1923 after inclusion in the Broadway musical ""Runnin' Wild""",the Charleston,1.0,1.0,"(2000,)",2000.0,hard,12,History & World Leaders,0
576,52603,7610,2017-10-13,Double Jeopardy,"(1, 5)",TIME'S 100 MOST INFLUENTIAL PEOPLE 2017,"(2000,)",False,"Ex-president of Colombia Cesar Gaviria warns this country's pres. Rodrigo Duterte the war on drugs is ""unwinnable""",the Philippines,1.0,0.0,"(2000,)",2000.0,hard,2,"Politics, Government & Industry",1
577,31684,4273,2003-03-12,Double Jeopardy,"(6, 5)",SILENT B,"(2000,)",False,"This word for poise or self-assurance comes from the French for ""perpendicular""",aplomb,1.0,0.0,"(2000,)",2000.0,hard,19,20th Century History & Pop Culture,1
578,35952,4346,2003-06-23,Jeopardy,"(5, 4)",BOOKS TO LISTEN TO,"(2000,)",True,"""Two Tales of the Sea"" packages ""The Rime of the Ancient Mariner"" with this 19th century novel","""Moby Dick""",1.0,0.0,"(2000,)",2000.0,hard,6,Performing Arts,1
579,31159,4264,2003-02-27,Final Jeopardy,"(1, 1)",ADVERTISING ICONS,"(1100, 0, 5000)",False,"Of Advertising Age's Top 10 Advertising Icons of the 20th Century, one of the 3 that are animals","Elsie the Cow, the Energizer Bunny or Tony the Tiger",0.0,3.0,"(1100, 0, 5000)",2033.3333333333333,hard,5,"Mythology, Literature & Wordplay",0
580,36504,4355,2003-07-04,Double Jeopardy,"(1, 3)",AUTHORS & THEIR RELATIVES,"(2000,)",True,In 1889 his great grandfather was elected to the Miss. legislature & was promptly shot & killed by his opponent,Faulkner,0.0,1.0,"(2000,)",2000.0,hard,6,Performing Arts,0
581,8991,2695,1996-04-26,Double Jeopardy,"(2, 5)",FIRST LADIES,"(1500,)",True,Married name of Jane Appleton or maiden name of Barbara Bush,Pierce,0.0,1.0,"(1500,)",1500.0,hard,2,"Politics, Government & Industry",0
582,48288,7539,2017-05-25,Double Jeopardy,"(5, 5)",COMPLETE THE NONPROFIT,"(2000,)",False,Southern ____ Law Center,Poverty,1.0,0.0,"(2000,)",2000.0,hard,4,"Nature, Geography & Earth Science",1
583,54456,7641,2017-11-27,Double Jeopardy,"(4, 5)",BOOKS & AUTHORS,"(2000,)",False,"Kind of like a Swedish Forrest Gump is the novel called ""The 100-Year-Old Man"" who did this ""& Disappeared""",100-Year-Old Man Who Climbed Out the Window and Disappeared,0.0,3.0,"(2000,)",2000.0,hard,6,Performing Arts,0
584,29172,4231,2003-01-13,Double Jeopardy,"(1, 3)",AMERICAN WOMEN,"(1200,)",False,"Her book ""The Sea Around Us"" was published in 1951 while she was chief biologist for the U.S. Fish & Wildlife Service",Rachel Carson,1.0,0.0,"(1200,)",1200.0,hard,4,"Nature, Geography & Earth Science",1
585,45605,7494,2017-03-23,Double Jeopardy,"(5, 5)",ARCHITECTURE & BUILDING,"(2000,)",False,A $100 million one of these cottages in Gstaad is part of the divorce award to Mrs. Dmitry Rybolovlev,a chalet,1.0,0.0,"(2000,)",2000.0,hard,5,"Mythology, Literature & Wordplay",1
586,44558,7476,2017-02-27,Double Jeopardy,"(2, 3)",TV & MOVIE JENNYS,"(1200,)",False,Movie audiences first took notice of her after she played perfect 10 Jenny Hanley in a 1979 movie,Bo Derek,1.0,0.0,"(1200,)",1200.0,hard,0,Movies & Film,1
587,26095,4180,2002-11-01,Final Jeopardy,"(1, 1)",BUSINESS GEOGRAPHY,"(0, 10998, 0)",False,The U.S. company that now has the greatest revenues is HQ'd in this state that's near the bottom in household income,Arkansas (Wal-Mart),1.0,2.0,"(0, 10998, 0)",3666.0,hard,1,"Dates, Time & Numbers",0
588,51981,7600,2017-09-29,Double Jeopardy,"(2, 2)",THE RENAISSANCE,"(2000,)",True,After 1516 this royal family had 2 branches: a Spanish line & an Austrian line,the Habsburgs,1.0,0.0,"(2000,)",2000.0,hard,10,Science & Academia,1
589,59638,7729,2018-03-29,Double Jeopardy,"(3, 4)",BATTLES,"(1600,)",False,"At the Battle of Thermopylae in 480 B.C., this Spartan king led the stalwart defenders",King Leonidas,0.0,3.0,"(1600,)",1600.0,hard,15,Literature & Language,0
590,58015,7701,2018-02-19,Double Jeopardy,"(3, 5)",IT'S ALL A MIRAGE,"(2000,)",False,"That's no UFO, it's the double mirage known as this, partly after an Arthurian enchantress",the Fata Morgana,0.0,3.0,"(2000,)",2000.0,hard,12,History & World Leaders,0
591,45019,7484,2017-03-09,Double Jeopardy,"(3, 5)",DIALECTS,"(2000,)",False,"""Rules of the Florentine Language"" was an early grammar book of this Italian dialect printed in the 1400s",Tuscan,0.0,3.0,"(2000,)",2000.0,hard,8,Word Games,0
592,31317,4267,2003-03-04,Double Jeopardy,"(4, 3)",LUMBERJACK TALK,"(1200,)",False,(Sofia of the Clue Crew in Minnesota)  The name of this type of saw means that the lumberjack is not going with the grain,crosscut saw,1.0,0.0,"(1200,)",1200.0,hard,8,Word Games,1
593,29710,4240,2003-01-24,Double Jeopardy,"(6, 3)","""FINAL"" JEOPARDY!","(1200,)",False,"Airplanes are ""on"" this just before they land",final approach,1.0,0.0,"(1200,)",1200.0,hard,12,History & World Leaders,1
594,29528,4237,2003-01-21,Double Jeopardy,"(2, 3)",OFFICIAL LANGUAGES,"(1200,)",False,Khmer is this country's official language,Cambodia (Kampuchea),1.0,0.0,"(1200,)",1200.0,hard,1,"Dates, Time & Numbers",1
595,15249,2849,1997-01-09,Final Jeopardy,"(1, 1)",CANADIAN PROVINCES,"(2299, 2599, 0)",False,"The Micmac Indians called it Abegweit, which means ""cradled on the waves""",Prince Edward Island,0.0,3.0,"(2299, 2599, 0)",1632.6666666666667,hard,1,"Dates, Time & Numbers",0
596,32694,4292,2003-04-08,Double Jeopardy,"(2, 5)",EURO COINS,"(6400,)",True,"This country whose name on its coins begins with an ""E"" has a king on them",Spain (Espana),1.0,0.0,"(6400,)",6400.0,hard,5,"Mythology, Literature & Wordplay",1
597,28883,4226,2003-01-06,Double Jeopardy,"(2, 4)",I WANT TO BE A FIREFIGHTER,"(1600,)",False,"Of the main types of fire trucks, this type is used to gain access to upper stories of buildings",ladder truck,0.0,3.0,"(1600,)",1600.0,hard,4,"Nature, Geography & Earth Science",0
598,32151,4283,2003-03-26,Double Jeopardy,"(3, 4)",THEATER,"(1600,)",False,(Sofia of the Clue Crew in New York City)  This Carol Channing show that opened here at the St. James Theatre in 1964 was once Broadway's longest-running musical,"Hello, Dolly!",1.0,0.0,"(1600,)",1600.0,hard,13,Trivia & Famous People,1
599,45420,7491,2017-03-20,Double Jeopardy,"(6, 4)",BARNACLE FIGHTING,"(1600,)",False,"Two-word name of this animal that likes to eat barnacles; come on, Johnny, let's invest in one",a sea otter,1.0,0.0,"(1600,)",1600.0,hard,11,"Water, Transport & Landforms",1
600,61380,7758,2018-05-09,Double Jeopardy,"(4, 4)",LITERATURE IN SPANISH,"(1600,)",False,"Circa 1554 ""Lazarillo de Tormes"" originated this genre about a lowborn scamp & his travels & adventures",picaresque,1.0,0.0,"(1600,)",1600.0,hard,16,"Sports, Royalty & Western History",1
601,48825,7548,2017-06-07,Double Jeopardy,"(5, 4)",THE ELEMENT,"(1600,)",False,"Discovered in 1952, it was named for Time Magazine's ""Person of the Century""",Einsteinium,1.0,0.0,"(1600,)",1600.0,hard,5,"Mythology, Literature & Wordplay",1
602,59815,7732,2018-04-03,Double Jeopardy,"(5, 3)","LYDIA, OH LYDIA","(3500,)",True,Being of this pacifist faith didn't keep Lydia Darragh from spying for Washington's army,Quaker,1.0,0.0,"(3500,)",3500.0,hard,2,"Politics, Government & Industry",1
603,49484,7559,2017-06-22,Double Jeopardy,"(2, 5)",1990s EMMYS,"(2000,)",False,"This series not only won for best drama in 1993, but its stars Tom Skerritt & Kathy Baker won Best Acting awards",Picket Fences,1.0,0.0,"(2000,)",2000.0,hard,0,Movies & Film,1
604,56222,7671,2018-01-08,Final Jeopardy,"(1, 1)",U.S. PRESIDENTS,"(4001, 8000, 7799)",False,"He became an ex-president while flying over a point 13 miles southwest of Jefferson City, Missouri",Richard Nixon,2.0,1.0,"(4001, 8000, 7799)",6600.0,hard,4,"Nature, Geography & Earth Science",1
605,23499,4137,2002-09-03,Double Jeopardy,"(3, 5)","""V""","(2000,)",False,"Born in this capital of Lithuanian, violinist Jascha Heifetz was giving concerts there by age 6",Vilnius,1.0,0.0,"(2000,)",2000.0,hard,19,20th Century History & Pop Culture,1
606,33054,4298,2003-04-16,Double Jeopardy,"(2, 4)",2001: A CATEGORY ODYSSEY,"(1600,)",False,"Starring Roy Scheider, it's the sequel to ""2001"" filmed in 1984",2010,1.0,0.0,"(1600,)",1600.0,hard,13,Trivia & Famous People,1
607,41947,7432,2016-12-27,Double Jeopardy,"(5, 4)",SCANDINAVIAN CITIES,"(1600,)",False,"Each August productions of ""Hamlet"" take place on Kronborg Castle in this Danish town",Helsingør (or Elsinore),0.0,3.0,"(1600,)",1600.0,hard,3,Food & Cuisine,0
608,58469,7709,2018-03-01,Double Jeopardy,"(2, 5)",14-LETTER WORDS,"(2000,)",False,"John Calvin wrote of this belief, ""Eternal life is foreordained for some, eternal damnation for others""",predestination,1.0,0.0,"(2000,)",2000.0,hard,14,World Regions & Capitals,1
609,25300,4167,2002-10-15,Double Jeopardy,"(4, 5)",ACRONYMS,"(2000,)",False,"On Wall Street, EBITDA stands for these before interest, taxes, depreciation & amortization",earnings,1.0,0.0,"(2000,)",2000.0,hard,19,20th Century History & Pop Culture,1
610,38173,7371,2016-10-03,Double Jeopardy,"(2, 4)",TALKIN' TRASH,"(1600,)",False,"Trashy ""R"" words include refuse & this one that often precedes ""heap""",rubbish,1.0,0.0,"(1600,)",1600.0,hard,8,Word Games,1
